experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,dataset.counts_selected.pos,dataset.counts_selected.neg,dataset.breakdown_selected.positive_quality.high,dataset.breakdown_selected.positive_quality.medium,dataset.breakdown_selected.positive_call_type.growl,dataset.breakdown_selected.positive_call_type.grunt,dataset.breakdown_selected.negative_total,metrics.iid.default_0.5.threshold,metrics.iid.default_0.5.precision,metrics.iid.default_0.5.recall,metrics.iid.default_0.5.f1,metrics.iid.default_0.5.accuracy,metrics.iid.default_0.5.tp,metrics.iid.default_0.5.fp,metrics.iid.default_0.5.fn,metrics.iid.default_0.5.tn,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.best_f1.tp,metrics.iid.best_f1.fp,metrics.iid.best_f1.fn,metrics.iid.best_f1.tn,metrics.iid.high_precision.threshold,metrics.iid.high_precision.precision,metrics.iid.high_precision.recall,metrics.iid.high_precision.f1,metrics.iid.high_precision.accuracy,metrics.iid.high_precision.tp,metrics.iid.high_precision.fp,metrics.iid.high_precision.fn,metrics.iid.high_precision.tn,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.default_0.5.threshold,metrics.ood.default_0.5.precision,metrics.ood.default_0.5.recall,metrics.ood.default_0.5.f1,metrics.ood.default_0.5.accuracy,metrics.ood.default_0.5.tp,metrics.ood.default_0.5.fp,metrics.ood.default_0.5.fn,metrics.ood.default_0.5.tn,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.best_f1.tp,metrics.ood.best_f1.fp,metrics.ood.best_f1.fn,metrics.ood.best_f1.tn,metrics.ood.high_precision.threshold,metrics.ood.high_precision.precision,metrics.ood.high_precision.recall,metrics.ood.high_precision.f1,metrics.ood.high_precision.accuracy,metrics.ood.high_precision.tp,metrics.ood.high_precision.fp,metrics.ood.high_precision.fn,metrics.ood.high_precision.tn,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,metadata.hostname,metadata.user,__exp_path,metrics.iid.high_precision,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,dataset.breakdown_selected.positive_quality.low,dataset.breakdown_selected.positive_call_type.both,metrics.ood.high_precision,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training.dropout,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio
sweep_054,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.192,0.011,0.021,0.684,10,42,909,2047,1.0,0.373,0.263,0.309,0.64,242,406,677,1683,,,,,,,,,,0.531,0.71,0.5,0.623,0.022,0.042,0.482,43,26,1913,1759,1.0,0.622,0.261,0.368,0.531,511,311,1445,1474,,,,,,,,,,0.544,0.502,2025-09-11T12:42:11.225696Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_054,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,512.0,True,0.25,True,linear,0.25
sweep_055,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.542,0.166,0.254,0.635,269,227,1350,2469,1.0,0.467,0.97,0.63,0.573,1570,1795,49,901,,,,,,,,,,0.72,0.83,0.5,0.668,0.138,0.229,0.485,386,192,2402,2056,1.0,0.628,0.92,0.747,0.654,2565,1517,223,731,,,,,,,,,,0.631,0.602,2025-09-11T12:59:51.865839Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_055,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,512.0,True,0.25,True,linear,0.5
sweep_056,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.462,0.128,0.2,0.616,216,252,1474,2556,1.0,0.42,0.994,0.59,0.482,1680,2321,10,487,,,,,,,,,,0.613,0.77,0.5,0.555,0.131,0.212,0.466,360,289,2390,1978,1.0,0.599,0.995,0.748,0.631,2737,1836,13,431,,,,,,,,,,0.577,0.627,2025-09-11T13:17:46.298727Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_056,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,512.0,True,0.25,True,linear,0.5
sweep_057,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.661,0,37,979,1981,0.65,0.021,0.001,0.002,0.658,1,47,978,1971,,,,,,,,,,0.44,0.646,0.5,0.0,0.0,0.0,0.475,0,19,1895,1730,1.0,0.011,0.001,0.002,0.43,2,184,1893,1565,,,,,,,,,,0.448,0.454,2025-09-11T13:38:42.382925Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_057,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,512.0,True,0.5,True,linear,0.25
sweep_058,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.575,0.055,0.1,0.633,65,48,1117,1947,1.0,0.528,0.458,0.49,0.646,541,483,641,1512,,,,,,,,,,0.613,0.693,0.5,0.771,0.025,0.048,0.456,54,16,2134,1746,1.0,0.738,0.282,0.409,0.547,618,219,1570,1543,,,,,,,,,,0.582,0.493,2025-09-11T13:56:18.846600Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_058,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,512.0,True,0.5,True,linear,0.25
sweep_059,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.716,0.038,0.072,0.612,58,23,1475,2309,1.0,0.699,0.423,0.527,0.699,649,280,884,2052,,,,,,,,,,0.651,0.692,0.5,0.809,0.021,0.042,0.404,72,17,3301,2175,1.0,0.788,0.285,0.419,0.52,961,258,2412,1934,,,,,,,,,,0.582,0.441,2025-09-11T14:14:46.338550Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_059,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,512.0,True,0.5,True,linear,0.5
sweep_060,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.509,0.039,0.072,0.694,27,26,671,1555,1.0,0.483,0.393,0.433,0.685,274,293,424,1288,,,,,,,,,,0.606,0.747,0.5,0.532,0.016,0.031,0.473,25,22,1540,1375,1.0,0.525,0.176,0.264,0.48,276,250,1289,1147,,,,,,,,,,0.5,0.471,2025-09-11T14:32:27.490167Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_060,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,512.0,True,0.5,True,linear,0.5
sweep_061,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.359,0.014,0.027,0.661,14,25,988,1960,1.0,0.374,0.128,0.19,0.636,128,214,874,1771,,,,,,,,,,0.509,0.669,0.5,0.517,0.008,0.015,0.473,15,14,1907,1706,1.0,0.48,0.062,0.11,0.47,119,129,1803,1591,,,,,,,,,,0.494,0.469,2025-09-11T14:50:27.909305Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_061,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,512.0,True,0.5,True,linear,0.25
sweep_062,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.325,0.012,0.024,0.683,13,27,1047,2305,1.0,0.224,0.084,0.122,0.623,89,309,971,2023,,,,,,,,,,0.476,0.677,0.5,0.231,0.003,0.006,0.483,6,20,1966,1847,1.0,0.304,0.035,0.064,0.463,70,160,1902,1707,,,,,,,,,,0.475,0.474,2025-09-11T15:07:08.936849Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_062,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,512.0,True,0.5,True,linear,0.25
sweep_063,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.459,0.014,0.028,0.67,17,20,1169,2398,1.0,0.385,0.127,0.191,0.646,151,241,1035,2177,,,,,,,,,,0.514,0.677,0.5,0.64,0.008,0.016,0.48,16,9,2012,1846,1.0,0.412,0.045,0.081,0.468,91,130,1937,1725,,,,,,,,,,0.488,0.471,2025-09-11T22:48:39.293040Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_063,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,512.0,True,0.5,True,linear,0.5
sweep_064,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.443,0.252,0.322,0.808,102,128,302,1710,0.95,0.461,0.782,0.58,0.796,316,370,88,1468,,,,,,,,,,0.865,0.97,0.5,0.654,0.124,0.208,0.565,155,82,1097,1378,1.0,0.658,0.963,0.782,0.752,1206,626,46,834,,,,,,,,,,0.774,0.833,2025-09-11T23:11:17.904326Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_064,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,512.0,True,0.5,True,linear,0.5
sweep_065,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.275,0.011,0.022,0.652,11,29,951,1827,1.0,0.412,0.185,0.255,0.632,178,254,784,1602,,,,,,,,,,0.522,0.67,0.5,0.559,0.01,0.02,0.472,19,15,1846,1647,1.0,0.538,0.113,0.187,0.48,211,181,1654,1481,,,,,,,,,,0.502,0.472,2025-09-11T23:33:19.022694Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_065,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,1024.0,True,0.25,True,linear,0.25
sweep_066,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.409,0.063,0.108,0.645,76,110,1139,2194,1.0,0.382,0.582,0.461,0.531,707,1144,508,1160,,,,,,,,,,0.514,0.672,0.5,0.623,0.079,0.14,0.474,200,121,2328,2008,1.0,0.629,0.778,0.696,0.63,1968,1161,560,968,,,,,,,,,,0.597,0.558,2025-09-11T23:55:23.312840Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_066,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,1024.0,True,0.25,True,linear,0.25
sweep_067,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.632,0.05,0.092,0.7,36,21,689,1621,1.0,0.593,0.423,0.494,0.734,307,211,418,1431,,,,,,,,,,0.647,0.768,0.5,0.696,0.038,0.072,0.5,55,24,1390,1357,1.0,0.743,0.439,0.552,0.636,634,219,811,1162,,,,,,,,,,0.638,0.579,2025-09-12T00:16:03.656868Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_067,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,1024.0,True,0.25,True,linear,0.5
sweep_068,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.404,0.061,0.105,0.617,76,112,1180,2006,1.0,0.441,0.596,0.507,0.568,749,950,507,1168,,,,,,,,,,0.576,0.679,0.5,0.52,0.048,0.087,0.463,102,94,2037,1734,1.0,0.644,0.733,0.686,0.638,1568,866,571,962,,,,,,,,,,0.59,0.559,2025-09-12T00:36:10.163330Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_068,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,1024.0,True,0.25,True,linear,0.5
sweep_069,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.774,0.161,0.267,0.728,106,31,552,1458,1.0,0.667,0.758,0.71,0.81,499,249,159,1240,,,,,,,,,,0.809,0.872,0.5,0.789,0.171,0.281,0.581,187,50,905,1135,1.0,0.8,0.924,0.857,0.852,1009,253,83,932,,,,,,,,,,0.857,0.866,2025-09-12T00:55:42.563501Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_069,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,1024.0,True,0.25,True,linear,0.25
sweep_070,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.554,0.166,0.255,0.704,134,108,675,1728,1.0,0.514,0.983,0.675,0.71,795,752,14,1084,,,,,,,,,,0.821,0.924,0.5,0.574,0.029,0.056,0.476,54,40,1794,1612,1.0,0.617,0.582,0.599,0.588,1076,669,772,983,,,,,,,,,,0.572,0.531,2025-09-12T01:15:11.840696Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_070,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,1024.0,True,0.25,True,linear,0.25
sweep_071,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.637,0.123,0.206,0.637,209,119,1490,2616,1.0,0.483,1.0,0.651,0.59,1699,1818,0,917,,,,,,,,,,0.7,0.831,0.5,0.752,0.111,0.194,0.481,349,115,2790,2347,1.0,0.651,0.998,0.788,0.699,3132,1679,7,783,,,,,,,,,,0.64,0.679,2025-09-12T01:35:49.275136Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_071,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,1024.0,True,0.25,True,linear,0.5
sweep_072,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.448,0.161,0.237,0.774,64,79,334,1348,1.0,0.364,0.967,0.529,0.625,385,672,13,755,,,,,,,,,,0.806,0.939,0.5,0.696,0.157,0.256,0.575,181,79,974,1244,1.0,0.649,0.994,0.785,0.747,1148,620,7,703,,,,,,,,,,0.798,0.866,2025-09-12T01:54:59.060572Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_072,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,1024.0,True,0.25,True,linear,0.5
sweep_073,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.25,0.006,0.012,0.645,6,18,959,1767,1.0,0.34,0.107,0.162,0.614,103,200,862,1585,,,,,,,,,,0.497,0.648,0.5,0.364,0.002,0.004,0.467,4,7,1880,1647,1.0,0.306,0.032,0.058,0.446,60,136,1824,1518,,,,,,,,,,0.475,0.455,2025-09-12T02:14:18.973559Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_073,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,1024.0,True,0.5,True,linear,0.25
sweep_074,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.477,0.019,0.036,0.664,21,23,1099,2200,1.0,0.352,0.111,0.168,0.634,124,228,996,1995,,,,,,,,,,0.505,0.667,0.5,0.632,0.012,0.023,0.478,24,14,2007,1828,1.0,0.527,0.063,0.113,0.479,128,115,1903,1727,,,,,,,,,,0.5,0.476,2025-09-12T02:32:52.794171Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_074,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,1024.0,True,0.5,True,linear,0.25
sweep_075,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.315,0.015,0.028,0.675,17,37,1138,2422,1.0,0.311,0.133,0.187,0.629,154,341,1001,2118,,,,,,,,,,0.498,0.679,0.5,0.481,0.018,0.034,0.504,37,40,2068,2105,1.0,0.371,0.094,0.15,0.472,198,336,1907,1809,,,,,,,,,,0.47,0.489,2025-09-12T02:51:35.320649Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_075,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,1024.0,True,0.5,True,linear,0.5
sweep_076,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.519,0.036,0.068,0.695,28,26,741,1718,1.0,0.497,0.406,0.447,0.692,312,316,457,1428,,,,,,,,,,0.609,0.75,0.5,0.46,0.013,0.026,0.466,23,27,1724,1503,1.0,0.511,0.176,0.261,0.471,307,294,1440,1236,,,,,,,,,,0.491,0.462,2025-09-12T03:09:42.005738Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_076,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,1024.0,True,0.5,True,linear,0.5
sweep_077,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.544,0.042,0.078,0.671,49,41,1120,2319,1.0,0.399,0.25,0.307,0.627,292,440,877,1920,,,,,,,,,,0.533,0.685,0.5,0.568,0.024,0.046,0.494,50,38,2022,1959,1.0,0.439,0.115,0.183,0.475,239,305,1833,1692,,,,,,,,,,0.483,0.481,2025-09-12T03:27:38.861942Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_077,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,1024.0,True,0.5,True,linear,0.25
sweep_078,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.619,0.102,0.175,0.648,83,51,731,1359,1.0,0.658,0.902,0.761,0.792,734,382,80,1028,,,,,,,,,,0.812,0.877,0.5,0.583,0.04,0.074,0.439,70,50,1692,1295,1.0,0.688,0.699,0.693,0.649,1231,559,531,786,,,,,,,,,,0.611,0.541,2025-09-12T03:46:22.572789Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_078,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,1024.0,True,0.5,True,linear,0.25
sweep_079,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.443,0.039,0.073,0.683,43,54,1046,2328,1.0,0.407,0.359,0.382,0.635,391,569,698,1813,,,,,,,,,,0.56,0.717,0.5,0.48,0.034,0.063,0.5,71,77,2028,2035,1.0,0.427,0.175,0.248,0.472,367,492,1732,1620,,,,,,,,,,0.471,0.486,2025-09-12T04:06:19.935123Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_079,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,1024.0,True,0.5,True,linear,0.5
sweep_080,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.4,0.034,0.063,0.627,40,60,1126,1955,1.0,0.461,0.362,0.405,0.611,422,494,744,1521,,,,,,,,,,0.555,0.665,0.5,0.528,0.03,0.056,0.468,66,59,2157,1882,1.0,0.608,0.415,0.493,0.545,922,594,1301,1347,,,,,,,,,,0.551,0.5,2025-09-12T14:06:00.234009Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_080,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,1024.0,True,0.5,True,linear,0.5
sweep_081,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.702,0.166,0.269,0.698,139,59,696,1604,1.0,0.668,0.975,0.793,0.829,814,405,21,1258,,,,,,,,,,0.885,0.944,0.5,0.797,0.203,0.324,0.635,185,47,725,1157,1.0,0.771,0.946,0.85,0.856,861,256,49,948,,,,,,,,,,0.879,0.906,2025-09-12T14:27:04.743849Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_081,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,2048.0,True,0.25,True,linear,0.25
sweep_082,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.405,0.046,0.083,0.672,47,69,968,2081,1.0,0.426,0.504,0.462,0.623,512,690,503,1460,,,,,,,,,,0.602,0.735,0.5,0.492,0.016,0.031,0.487,30,31,1851,1758,1.0,0.505,0.233,0.319,0.49,438,430,1443,1359,,,,,,,,,,0.496,0.485,2025-09-12T21:11:39.669667Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_082,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,2048.0,True,0.25,True,linear,0.25
sweep_083,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.048,0.002,0.004,0.686,2,40,986,2242,1.0,0.054,0.017,0.026,0.613,17,296,971,1986,,,,,,,,,,0.444,0.673,0.5,0.15,0.002,0.003,0.494,3,17,1906,1871,1.0,0.079,0.01,0.018,0.444,19,221,1890,1667,,,,,,,,,,0.446,0.47,2025-09-12T21:34:07.011011Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_083,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0001,,2048.0,True,0.25,True,linear,0.5
sweep_084,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.508,0.019,0.037,0.589,33,32,1698,2448,1.0,0.527,0.221,0.312,0.598,383,344,1348,2136,,,,,,,,,,0.542,0.611,0.5,0.745,0.026,0.049,0.445,76,26,2901,2269,1.0,0.681,0.226,0.34,0.503,674,316,2303,1979,,,,,,,,,,0.547,0.461,2025-09-12T21:56:39.990880Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_084,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0001,,2048.0,True,0.25,True,linear,0.5
sweep_085,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.664,0.117,0.199,0.692,79,40,595,1349,1.0,0.675,0.945,0.787,0.833,637,307,37,1082,,,,,,,,,,0.887,0.937,0.5,0.835,0.162,0.271,0.666,101,20,523,983,1.0,0.707,0.946,0.809,0.829,590,245,34,758,0.3,0.909,0.032,0.062,0.628,20.0,2.0,604.0,1001.0,0.887,0.921,2025-09-12T22:19:38.871670Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_085,,,,0.0,8000.0,1.0,,778.0,,,0.5,True,1.0,0.5,0.0005,,2048.0,True,0.25,True,linear,0.25
sweep_086,123,50,16,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.154,0.286,0.2,0.964,6,33,15,1262,0.75,0.225,0.762,0.348,0.954,16,55,5,1240,,,,,,,,,,0.933,0.998,0.5,0.625,0.349,0.448,0.963,15,9,28,954,0.85,0.519,0.651,0.577,0.959,28,26,15,937,,,,,,,,,,0.971,0.999,2025-09-12T22:42:07.131160Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,TylerSchwenksPC,tyler,experiments\sweep_086,,,,0.0,8000.0,1.0,,778.0,,,0.5,False,,,0.0005,,2048.0,True,0.25,True,linear,0.25
